캠퍼스,대학/교양,학과/전공/영역,개설대학,개설학과,학년,과정,이수구분,과목번호,분반,과목명,학점,시간,담당교수,폐강,강의시간,유연학기,비고,수업유형
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,3,한국사,2,2,옥나영,,"월5,6 / 310관 726호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,4,한국사,2,2,류은아,,"월5,6 / 303관 209호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,5,한국사,2,2,한미라,,"월7,8 / 303관 209호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,6,한국사,2,2,류은아,,"월7,8 / 310관 603호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,7,한국사,2,2,차인배,,"목7,8 / 303관 801호 <강의실>",,공통교양 순수외국인 대상/2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,8,한국사,2,2,김선주,,"화1,2 / 303관 404호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,9,한국사,2,2,김선주,,"화3,4 / 303관 404호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,10,한국사,2,2,이선희,,"화3,4 / 303관 802호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,11,한국사,2,2,이선희,,"화5,6 / 310관 603호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,12,한국사,2,2,오기승,,"화5,6 / 303관 404호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,13,한국사,2,2,한미라,,"화7,8 / 303관 204호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,14,한국사,2,2,김재웅,,"화7,8 / 303관 801호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,15,한국사,2,2,이혜영,,"수10,11 / 310관 603호 <강의실>",,공통교양 순수외국인 대상/2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,16,한국사,2,2,김수진,,"수1,2 / 303관 404호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,17,한국사,2,2,김선주,,"수3,4 / 303관 209호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,18,한국사,2,2,,,"수3,4 / 303관 404호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,19,한국사,2,2,한미라,,"수5,6 / 303관 209호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,20,한국사,2,2,차인배,,"수5,6 / 303관 404호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,21,한국사,2,2,이혜영,,"수7,8 / 310관 603호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,22,한국사,2,2,차인배,,"수7,8 / 303관 801호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,23,한국사,2,2,한미라,,"목3,4 / 303관 801호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,24,한국사,2,2,김수진,,"목3,4 / 303관 803호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,25,한국사,2,2,김수진,,"목5,6 / 303관 801호 <강의실>",,공통교양 순수외국인 대상/2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,26,한국사,2,2,이선희,,"목5,6 / 303관 803호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,27,한국사,2,2,이선희,,"목7,8 / 303관 204호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,28,한국사,2,2,백동인,,"목7,8 / 303관 802호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,29,한국사,2,2,,,"금3,4 / 303관 801호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,30,한국사,2,2,,,"금5,6 / 303관 801호 <강의실>",,공통교양 2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,31,한국사,2,2,이선희,,"토1,2 / 310관 803호 <강의실>",,공통교양 지식경영학부 대상/정정기간 통합여석 적용/2학년 이상 수강 가능[[수강대상 : 지식경영학부]],
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,32,한국사,2,2,이선희,,"토3,4 / 310관 803호 <강의실>",,공통교양 지식경영학부 대상/정정기간 통합여석 적용/2학년 이상 수강 가능[[수강대상 : 지식경영학부]],
서울,교양,공통교양,대학(전체),,전체,학사,교양,42301,33,한국사,2,2,류은아,,"금7,8 / 303관 405호 <강의실>",,공통교양 순수외국인 대상/2학년 이상 수강 가능,
서울,교양,공통교양,대학(전체),,1,학사,교양,56424,1,AI시대문제해결을위한디자인사고,2,2,이현정,,"월1,2 / 310관 723호 <강의실>",,"공통교양 MACH 교양/소프트웨어대학 1학년/전문교양/정정기간 자자:공학계열 전체 학년[[수강대상 : 컴퓨터공학부1년,1년  컴퓨터공학1년  소프트웨어1년  소프트웨어학부1년,1년  AI학과1년]]",
서울,교양,공통교양,대학(전체),,1,학사,교양,56424,2,AI시대문제해결을위한디자인사고,2,2,이수진,,"수1,2 / 310관 B210호 <SW융합전용 PC실2>",,공통교양 MACH 교양/창의ICT공과대학 1학년/전문교양/정정기간 자자:공학계열 전체 학년[[수강대상 : 전자전기공학부1년  컴퓨터공학부1년  컴퓨터공학1년  소프트웨어1년  융합공학부1년  바이오메디컬공학1년  나노바이오소재공학1년  디지털이미징1년  나노소재공학1년  융합교양학부1년  소프트웨어학부1년  차세대반도체학과1년  지능형반도체공학과1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,56424,3,AI시대문제해결을위한디자인사고,2,2,이수진,,"수3,4 / 310관 B210호 <SW융합전용 PC실2>",,"공통교양 MACH 교양/소프트웨어대학 1학년/전문교양/정정기간 자자:공학계열 전체 학년[[수강대상 : 컴퓨터공학부1년,1년  컴퓨터공학1년  소프트웨어1년  소프트웨어학부1년,1년  AI학과1년]]",
서울,교양,공통교양,대학(전체),,1,학사,교양,56424,4,AI시대문제해결을위한디자인사고,2,2,피종삼,,"금1,2 / 310관 419호 <강의실>",,공통교양 MACH 교양/창의ICT공과대학 1학년/전문교양/정정기간 자자:공학계열 전체 학년[[수강대상 : 전자전기공학부1년  컴퓨터공학부1년  컴퓨터공학1년  소프트웨어1년  융합공학부1년  바이오메디컬공학1년  나노바이오소재공학1년  디지털이미징1년  나노소재공학1년  융합교양학부1년  소프트웨어학부1년  차세대반도체학과1년  지능형반도체공학과1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,56424,5,AI시대문제해결을위한디자인사고,2,2,이민하,,"금1,2 / 310관 414호 <강의실>",,공통교양 MACH 교양/창의ICT공과대학 1학년/전문교양/정정기간 자자:공학계열 전체 학년[[수강대상 : 전자전기공학부1년  컴퓨터공학부1년  컴퓨터공학1년  소프트웨어1년  융합공학부1년  바이오메디컬공학1년  나노바이오소재공학1년  디지털이미징1년  나노소재공학1년  융합교양학부1년  소프트웨어학부1년  차세대반도체학과1년  지능형반도체공학과1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,56424,6,AI시대문제해결을위한디자인사고,2,2,피종삼,,"금3,4 / 310관 726호 <강의실>",,공통교양 MACH 교양/창의ICT공과대학 1학년/전문교양/정정기간 자자:공학계열 전체 학년[[수강대상 : 전자전기공학부1년  컴퓨터공학부1년  컴퓨터공학1년  소프트웨어1년  융합공학부1년  바이오메디컬공학1년  나노바이오소재공학1년  디지털이미징1년  나노소재공학1년  융합교양학부1년  소프트웨어학부1년  차세대반도체학과1년  지능형반도체공학과1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,56424,7,AI시대문제해결을위한디자인사고,2,2,이민하,,"금3,4 / 310관 414호 <강의실>",,공통교양 MACH 교양/창의ICT공과대학 1학년/전문교양/정정기간 자자:공학계열 전체 학년[[수강대상 : 전자전기공학부1년  컴퓨터공학부1년  컴퓨터공학1년  소프트웨어1년  융합공학부1년  바이오메디컬공학1년  나노바이오소재공학1년  디지털이미징1년  나노소재공학1년  융합교양학부1년  소프트웨어학부1년  차세대반도체학과1년  지능형반도체공학과1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,56424,8,AI시대문제해결을위한디자인사고,2,2,이현정,,"월3,4 / 310관 726호 <강의실>",,"공통교양 MACH 교양/소프트웨어대학 1학년/전문교양/정정기간 자자:공학계열 전체 학년[[수강대상 : 컴퓨터공학부1년,1년  컴퓨터공학1년  소프트웨어1년  소프트웨어학부1년,1년  AI학과1년]]",
서울,교양,공통교양,대학(전체),,1,학사,교양,56424,9,AI시대문제해결을위한디자인사고,2,2,한진영,,"금5,6 / 310관 618호 <강의실>",,"공통교양 MACH 교양/창의ICT공과대학 1학년,소프트웨어대학 1학년/전문교양/정정기간 자자:공학계[[수강대상 : 전자전기공학부1년  컴퓨터공학부1년  컴퓨터공학1년  소프트웨어1년  융합공학부1년  바이오메디컬공학1년  나노바이오소재공학1년  디지털이미징1년  나노소재공학1년  융합교양학부1년  소프트웨어학부1년  차세대반도체학과1년  지능형반도체공학과1년  소프트웨어학부1년  AI학과1년]]",
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,1,COMMUNICATION IN ENGLISH,2,3,이안애시브리지,,"월09:00~10:15, 수09:00~10:15 / 303관 802-1호 <영어전용강의실-15>",,공통교양 간호학과외 수강불가[[수강대상 : 간호학과1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,2,COMMUNICATION IN ENGLISH,2,3,이안고든,,"월09:00~10:15, 수09:00~10:15 / 203관 409호 <영어전용강의실-7>",,공통교양 간호학과외 수강불가[[수강대상 : 간호학과1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,3,COMMUNICATION IN ENGLISH,2,3,마이클해락,,"월09:00~10:15, 수09:00~10:15 / 203관 412호 <영어전용강의실-8>",,공통교양 간호학과외 수강불가[[수강대상 : 간호학과1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,4,COMMUNICATION IN ENGLISH,2,3,조지바라레조,,"월09:00~10:15, 수09:00~10:15 / 203관 619호 <영어전용강의실-12>",,공통교양 간호학과외 수강불가[[수강대상 : 간호학과1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,5,COMMUNICATION IN ENGLISH,2,3,황크리스틴,,"월09:00~10:15, 수09:00~10:15 / 203관 403호 <영어전용강의실-6>",,공통교양 간호학과외 수강불가[[수강대상 : 간호학과1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,6,COMMUNICATION IN ENGLISH,2,3,사라황,,"월09:00~10:15, 수09:00~10:15 / 303관 902-1호 <영어전용강의실-16>",,공통교양 간호학과외 수강불가 [[수강대상 : 간호학과1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,7,COMMUNICATION IN ENGLISH,2,3,김건호,,"월09:00~10:15, 수09:00~10:15 / 203관 623호 <영어전용강의실-13>",,공통교양 간호학과외 수강불가[[수강대상 : 간호학과1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,8,COMMUNICATION IN ENGLISH,2,3,라이언앤덜,,"월09:00~10:15, 수09:00~10:15 / 203관 414호 <영어전용강의실-9>",,공통교양 간호학과외 수강불가[[수강대상 : 간호학과1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,9,COMMUNICATION IN ENGLISH,2,3,쥴리안,,"월09:00~10:15, 수09:00~10:15 / 203관 416호 <영어전용강의실-11>",,공통교양 경영경제대학 1학년[[수강대상 : 경영학부(서울)1년  글로벌금융1년  경영학1년  경제학부(서울)1년  응용통계학과1년  광고홍보학과1년  국제물류 학과1년  산업보안학과1년  광고홍보학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,10,COMMUNICATION IN ENGLISH,2,3,이안고든,,"화09:00~10:15, 목09:00~10:15 / 203관 409호 <영어전용강의실-7>",,공통교양 약학대학 1학년[[수강대상 : 약학부1년  약학1년  제약학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,11,COMMUNICATION IN ENGLISH,2,3,마이클해락,,"화09:00~10:15, 목09:00~10:15 / 203관 412호 <영어전용강의실-8>",,공통교양 약학대학 1학년[[수강대상 : 약학부1년  약학1년  제약학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,12,COMMUNICATION IN ENGLISH,2,3,사라황,,"화09:00~10:15, 목09:00~10:15 / 303관 902-1호 <영어전용강의실-16>",,공통교양 약학대학 1학년[[수강대상 : 약학부1년  약학1년  제약학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,13,COMMUNICATION IN ENGLISH,2,3,쥴리안,,"화09:00~10:15, 목09:00~10:15 / 203관 416호 <영어전용강의실-11>",,공통교양 약학대학 1학년[[수강대상 : 약학부1년  약학1년  제약학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,14,COMMUNICATION IN ENGLISH,2,3,이안애시브리지,,"화09:00~10:15, 목09:00~10:15 / 303관 802-1호 <영어전용강의실-15>",,공통교양 경영경제대학 1학년[[수강대상 : 경영학부(서울)1년  글로벌금융1년  경영학1년  경제학부(서울)1년  응용통계학과1년  광고홍보학과1년  국제물류 학과1년  산업보안학과1년  광고홍보학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,15,COMMUNICATION IN ENGLISH,2,3,라이언앤덜,,"월10:30~11:45, 수10:30~11:45 / 203관 414호 <영어전용강의실-9>",,공통교양 경영경제대학 1학년[[수강대상 : 경영학부(서울)1년  글로벌금융1년  경영학1년  경제학부(서울)1년  응용통계학과1년  광고홍보학과1년  국제물류 학과1년  산업보안학과1년  광고홍보학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,16,COMMUNICATION IN ENGLISH,2,3,쥴리안,,"월10:30~11:45, 수10:30~11:45 / 203관 416호 <영어전용강의실-11>",,공통교양 경영경제대학 1학년 [[수강대상 : 경영학부(서울)1년  글로벌금융1년  경영학1년  경제학부(서울)1년  응용통계학과1년  광고홍보학과1년  국제물류 학과1년  산업보안학과1년  광고홍보학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,17,COMMUNICATION IN ENGLISH,2,3,케빈밋첼,,"월10:30~11:45, 수10:30~11:45 / 203관 415호 <영어전용강의실-10>",,공통교양 경영경제대학 1학년[[수강대상 : 경영학부(서울)1년  글로벌금융1년  경영학1년  경제학부(서울)1년  응용통계학과1년  광고홍보학과1년  국제물류 학과1년  산업보안학과1년  광고홍보학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,18,COMMUNICATION IN ENGLISH,2,3,이안고든,,"월10:30~11:45, 수10:30~11:45 / 203관 409호 <영어전용강의실-7>",,공통교양 경영경제대학 1학년[[수강대상 : 경영학부(서울)1년  글로벌금융1년  경영학1년  경제학부(서울)1년  응용통계학과1년  광고홍보학과1년  국제물류 학과1년  산업보안학과1년  광고홍보학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,19,COMMUNICATION IN ENGLISH,2,3,마이클해락,,"월10:30~11:45, 수10:30~11:45 / 203관 412호 <영어전용강의실-8>",,공통교양 경영경제대학 1학년[[수강대상 : 경영학부(서울)1년  글로벌금융1년  경영학1년  경제학부(서울)1년  응용통계학과1년  광고홍보학과1년  국제물류 학과1년  산업보안학과1년  광고홍보학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,20,COMMUNICATION IN ENGLISH,2,3,황크리스틴,,"월10:30~11:45, 수10:30~11:45 / 203관 403호 <영어전용강의실-6>",,공통교양 경영경제대학 1학년[[수강대상 : 경영학부(서울)1년  글로벌금융1년  경영학1년  경제학부(서울)1년  응용통계학과1년  광고홍보학과1년  국제물류 학과1년  산업보안학과1년  광고홍보학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,21,COMMUNICATION IN ENGLISH,2,3,김건호,,"월10:30~11:45, 수10:30~11:45 / 203관 623호 <영어전용강의실-13>",,공통교양 경영경제대학 1학년[[수강대상 : 경영학부(서울)1년  글로벌금융1년  경영학1년  경제학부(서울)1년  응용통계학과1년  광고홍보학과1년  국제물류 학과1년  산업보안학과1년  광고홍보학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,22,COMMUNICATION IN ENGLISH,2,3,라이언앤덜,,"월12:00~13:15, 수12:00~13:15 / 203관 414호 <영어전용강의실-9>",,공통교양 경영경제대학 1학년[[수강대상 : 경영학부(서울)1년  글로벌금융1년  경영학1년  경제학부(서울)1년  응용통계학과1년  광고홍보학과1년  국제물류 학과1년  산업보안학과1년  광고홍보학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,23,COMMUNICATION IN ENGLISH,2,3,쥴리안,,"월12:00~13:15, 수12:00~13:15 / 203관 416호 <영어전용강의실-11>",,공통교양 경영경제대학 1학년[[수강대상 : 경영학부(서울)1년  글로벌금융1년  경영학1년  경제학부(서울)1년  응용통계학과1년  광고홍보학과1년  국제물류 학과1년  산업보안학과1년  광고홍보학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,24,COMMUNICATION IN ENGLISH,2,3,케빈밋첼,,"월12:00~13:15, 수12:00~13:15 / 203관 415호 <영어전용강의실-10>",,공통교양 경영경제대학 1학년[[수강대상 : 경영학부(서울)1년  글로벌금융1년  경영학1년  경제학부(서울)1년  응용통계학과1년  광고홍보학과1년  국제물류 학과1년  산업보안학과1년  광고홍보학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,25,COMMUNICATION IN ENGLISH,2,3,이안고든,,"월12:00~13:15, 수12:00~13:15 / 203관 409호 <영어전용강의실-7>",,공통교양 경영경제대학 1학년[[수강대상 : 경영학부(서울)1년  글로벌금융1년  경영학1년  경제학부(서울)1년  응용통계학과1년  광고홍보학과1년  국제물류 학과1년  산업보안학과1년  광고홍보학1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,26,COMMUNICATION IN ENGLISH,2,3,라이언앤덜,,"월13:30~14:45, 수13:30~14:45 / 203관 414호 <영어전용강의실-9>",,공통교양 사범대학 1학년[[수강대상 : 교육학과1년  유아교육과1년  영어교육과1년  체육교육과1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,27,COMMUNICATION IN ENGLISH,2,3,쥴리안,,"월13:30~14:45, 수13:30~14:45 / 203관 416호 <영어전용강의실-11>",,공통교양 사범대학 1학년[[수강대상 : 교육학과1년  유아교육과1년  영어교육과1년  체육교육과1년]],
서울,교양,공통교양,대학(전체),,1,학사,교양,50023,28,COMMUNICATION IN ENGLISH,2,3,마이클해락,,"월13:30~14:45, 수13:30~14:45 / 203관 412호 <영어전용강의실-8>",,공통교양 사범대학 1학년[[수강대상 : 교육학과1년  유아교육과1년  영어교육과1년  체육교육과1년]],
